,Propositions
4136,"red = 50 , blue = 40 , green = 20 , purple = 20"
4137,"red = 50 , blue = 40 , green = 20 , purple = 30"
4138,"red = 50 , blue = 40 , green = 20 , purple = 40"
4139,"red = 50 , blue = 40 , green = 20 , purple = 50"
4140,"red = 50 , blue = 40 , green = 20 , yellow = 10"
4141,"red = 50 , blue = 40 , green = 20 , yellow = 20"
4142,"red = 50 , blue = 40 , green = 20 , yellow = 30"
4143,"red = 50 , blue = 40 , green = 20 , yellow = 40"
4144,"red = 50 , blue = 40 , green = 20 , yellow = 50"
4145,"red = 50 , blue = 40 , green = 30 , purple = 10"
4146,"red = 50 , blue = 40 , green = 30 , purple = 20"
4147,"red = 50 , blue = 40 , green = 30 , purple = 30"
4148,"red = 50 , blue = 40 , green = 30 , purple = 40"
4149,"red = 50 , blue = 40 , green = 30 , purple = 50"
4150,"red = 50 , blue = 40 , green = 30 , yellow = 10"
4151,"red = 50 , blue = 40 , green = 30 , yellow = 20"
4152,"red = 50 , blue = 40 , green = 30 , yellow = 30"
4153,"red = 50 , blue = 40 , green = 30 , yellow = 40"
4154,"red = 50 , blue = 40 , green = 30 , yellow = 50"
4155,"red = 50 , blue = 40 , green = 40 , purple = 10"
4156,"red = 50 , blue = 40 , green = 40 , purple = 20"
4157,"red = 50 , blue = 40 , green = 40 , purple = 30"
4158,"red = 50 , blue = 40 , green = 40 , purple = 40"
4159,"red = 50 , blue = 40 , green = 40 , purple = 50"
4160,"red = 50 , blue = 40 , green = 40 , yellow = 10"
4161,"red = 50 , blue = 40 , green = 40 , yellow = 20"
4162,"red = 50 , blue = 40 , green = 40 , yellow = 30"
4163,"red = 50 , blue = 40 , green = 40 , yellow = 40"
4164,"red = 50 , blue = 40 , green = 40 , yellow = 50"
4165,"red = 50 , blue = 40 , green = 50 , purple = 10"
4166,"red = 50 , blue = 40 , green = 50 , purple = 20"
4167,"red = 50 , blue = 40 , green = 50 , purple = 30"
4168,"red = 50 , blue = 40 , green = 50 , purple = 40"
4169,"red = 50 , blue = 40 , green = 50 , purple = 50"
4170,"red = 50 , blue = 40 , green = 50 , yellow = 10"
4171,"red = 50 , blue = 40 , green = 50 , yellow = 20"
4172,"red = 50 , blue = 40 , green = 50 , yellow = 30"
4173,"red = 50 , blue = 40 , green = 50 , yellow = 40"
4174,"red = 50 , blue = 40 , green = 50 , yellow = 50"
4175,"red = 50 , blue = 40 , purple = 10 , yellow = 10"
4176,"red = 50 , blue = 40 , purple = 10 , yellow = 20"
4177,"red = 50 , blue = 40 , purple = 10 , yellow = 30"
4178,"red = 50 , blue = 40 , purple = 10 , yellow = 40"
4179,"red = 50 , blue = 40 , purple = 10 , yellow = 50"
4180,"red = 50 , blue = 40 , purple = 20 , yellow = 10"
4181,"red = 50 , blue = 40 , purple = 20 , yellow = 20"
4182,"red = 50 , blue = 40 , purple = 20 , yellow = 30"
4183,"red = 50 , blue = 40 , purple = 20 , yellow = 40"
4184,"red = 50 , blue = 40 , purple = 20 , yellow = 50"
4185,"red = 50 , blue = 40 , purple = 30 , yellow = 10"
4186,"red = 50 , blue = 40 , purple = 30 , yellow = 20"
4187,"red = 50 , blue = 40 , purple = 30 , yellow = 30"
4188,"red = 50 , blue = 40 , purple = 30 , yellow = 40"
4189,"red = 50 , blue = 40 , purple = 30 , yellow = 50"
4190,"red = 50 , blue = 40 , purple = 40 , yellow = 10"
4191,"red = 50 , blue = 40 , purple = 40 , yellow = 20"
4192,"red = 50 , blue = 40 , purple = 40 , yellow = 30"
4193,"red = 50 , blue = 40 , purple = 40 , yellow = 40"
4194,"red = 50 , blue = 40 , purple = 40 , yellow = 50"
4195,"red = 50 , blue = 40 , purple = 50 , yellow = 10"
4196,"red = 50 , blue = 40 , purple = 50 , yellow = 20"
4197,"red = 50 , blue = 40 , purple = 50 , yellow = 30"
4198,"red = 50 , blue = 40 , purple = 50 , yellow = 40"
4199,"red = 50 , blue = 40 , purple = 50 , yellow = 50"
4200,"red = 50 , blue = 50 , green = 10 , purple = 10"
4201,"red = 50 , blue = 50 , green = 10 , purple = 20"
4202,"red = 50 , blue = 50 , green = 10 , purple = 30"
4203,"red = 50 , blue = 50 , green = 10 , purple = 40"
4204,"red = 50 , blue = 50 , green = 10 , purple = 50"
4205,"red = 50 , blue = 50 , green = 10 , yellow = 10"
4206,"red = 50 , blue = 50 , green = 10 , yellow = 20"
4207,"red = 50 , blue = 50 , green = 10 , yellow = 30"
4208,"red = 50 , blue = 50 , green = 10 , yellow = 40"
4209,"red = 50 , blue = 50 , green = 10 , yellow = 50"
4210,"red = 50 , blue = 50 , green = 20 , purple = 10"
4211,"red = 50 , blue = 50 , green = 20 , purple = 20"
4212,"red = 50 , blue = 50 , green = 20 , purple = 30"
4213,"red = 50 , blue = 50 , green = 20 , purple = 40"
4214,"red = 50 , blue = 50 , green = 20 , purple = 50"
4215,"red = 50 , blue = 50 , green = 20 , yellow = 10"
4216,"red = 50 , blue = 50 , green = 20 , yellow = 20"
4217,"red = 50 , blue = 50 , green = 20 , yellow = 30"
4218,"red = 50 , blue = 50 , green = 20 , yellow = 40"
4219,"red = 50 , blue = 50 , green = 20 , yellow = 50"
4220,"red = 50 , blue = 50 , green = 30 , purple = 10"
4221,"red = 50 , blue = 50 , green = 30 , purple = 20"
4222,"red = 50 , blue = 50 , green = 30 , purple = 30"
4223,"red = 50 , blue = 50 , green = 30 , purple = 40"
4224,"red = 50 , blue = 50 , green = 30 , purple = 50"
4225,"red = 50 , blue = 50 , green = 30 , yellow = 10"
4226,"red = 50 , blue = 50 , green = 30 , yellow = 20"
4227,"red = 50 , blue = 50 , green = 30 , yellow = 30"
4228,"red = 50 , blue = 50 , green = 30 , yellow = 40"
4229,"red = 50 , blue = 50 , green = 30 , yellow = 50"
4230,"red = 50 , blue = 50 , green = 40 , purple = 10"
4231,"red = 50 , blue = 50 , green = 40 , purple = 20"
4232,"red = 50 , blue = 50 , green = 40 , purple = 30"
4233,"red = 50 , blue = 50 , green = 40 , purple = 40"
4234,"red = 50 , blue = 50 , green = 40 , purple = 50"
4235,"red = 50 , blue = 50 , green = 40 , yellow = 10"
4236,"red = 50 , blue = 50 , green = 40 , yellow = 20"
4237,"red = 50 , blue = 50 , green = 40 , yellow = 30"
4238,"red = 50 , blue = 50 , green = 40 , yellow = 40"
4239,"red = 50 , blue = 50 , green = 40 , yellow = 50"
4240,"red = 50 , blue = 50 , green = 50 , purple = 10"
4241,"red = 50 , blue = 50 , green = 50 , purple = 20"
4242,"red = 50 , blue = 50 , green = 50 , purple = 30"
4243,"red = 50 , blue = 50 , green = 50 , purple = 40"
4244,"red = 50 , blue = 50 , green = 50 , purple = 50"
4245,"red = 50 , blue = 50 , green = 50 , yellow = 10"
4246,"red = 50 , blue = 50 , green = 50 , yellow = 20"
4247,"red = 50 , blue = 50 , green = 50 , yellow = 30"
4248,"red = 50 , blue = 50 , green = 50 , yellow = 40"
4249,"red = 50 , blue = 50 , green = 50 , yellow = 50"
4250,"red = 50 , blue = 50 , purple = 10 , yellow = 10"
4251,"red = 50 , blue = 50 , purple = 10 , yellow = 20"
4252,"red = 50 , blue = 50 , purple = 10 , yellow = 30"
4253,"red = 50 , blue = 50 , purple = 10 , yellow = 40"
4254,"red = 50 , blue = 50 , purple = 10 , yellow = 50"
4255,"red = 50 , blue = 50 , purple = 20 , yellow = 10"
4256,"red = 50 , blue = 50 , purple = 20 , yellow = 20"
4257,"red = 50 , blue = 50 , purple = 20 , yellow = 30"
4258,"red = 50 , blue = 50 , purple = 20 , yellow = 40"
4259,"red = 50 , blue = 50 , purple = 20 , yellow = 50"
4260,"red = 50 , blue = 50 , purple = 30 , yellow = 10"
4261,"red = 50 , blue = 50 , purple = 30 , yellow = 20"
4262,"red = 50 , blue = 50 , purple = 30 , yellow = 30"
4263,"red = 50 , blue = 50 , purple = 30 , yellow = 40"
4264,"red = 50 , blue = 50 , purple = 30 , yellow = 50"
4265,"red = 50 , blue = 50 , purple = 40 , yellow = 10"
4266,"red = 50 , blue = 50 , purple = 40 , yellow = 20"
4267,"red = 50 , blue = 50 , purple = 40 , yellow = 30"
4268,"red = 50 , blue = 50 , purple = 40 , yellow = 40"
4269,"red = 50 , blue = 50 , purple = 40 , yellow = 50"
4270,"red = 50 , blue = 50 , purple = 50 , yellow = 10"
4271,"red = 50 , blue = 50 , purple = 50 , yellow = 20"
4272,"red = 50 , blue = 50 , purple = 50 , yellow = 30"
4273,"red = 50 , blue = 50 , purple = 50 , yellow = 40"
4274,"red = 50 , blue = 50 , purple = 50 , yellow = 50"
4275,"red = 50 , green = 10 , purple = 10 , yellow = 10"
4276,"red = 50 , green = 10 , purple = 10 , yellow = 20"
4277,"red = 50 , green = 10 , purple = 10 , yellow = 30"
4278,"red = 50 , green = 10 , purple = 10 , yellow = 40"
4279,"red = 50 , green = 10 , purple = 10 , yellow = 50"
4280,"red = 50 , green = 10 , purple = 20 , yellow = 10"
4281,"red = 50 , green = 10 , purple = 20 , yellow = 20"
4282,"red = 50 , green = 10 , purple = 20 , yellow = 30"
4283,"red = 50 , green = 10 , purple = 20 , yellow = 40"
4284,"red = 50 , green = 10 , purple = 20 , yellow = 50"
4285,"red = 50 , green = 10 , purple = 30 , yellow = 10"
4286,"red = 50 , green = 10 , purple = 30 , yellow = 20"
4287,"red = 50 , green = 10 , purple = 30 , yellow = 30"
4288,"red = 50 , green = 10 , purple = 30 , yellow = 40"
4289,"red = 50 , green = 10 , purple = 30 , yellow = 50"
4290,"red = 50 , green = 10 , purple = 40 , yellow = 10"
4291,"red = 50 , green = 10 , purple = 40 , yellow = 20"
4292,"red = 50 , green = 10 , purple = 40 , yellow = 30"
4293,"red = 50 , green = 10 , purple = 40 , yellow = 40"
4294,"red = 50 , green = 10 , purple = 40 , yellow = 50"
4295,"red = 50 , green = 10 , purple = 50 , yellow = 10"
4296,"red = 50 , green = 10 , purple = 50 , yellow = 20"
4297,"red = 50 , green = 10 , purple = 50 , yellow = 30"
4298,"red = 50 , green = 10 , purple = 50 , yellow = 40"
4299,"red = 50 , green = 10 , purple = 50 , yellow = 50"
4300,"red = 50 , green = 20 , purple = 10 , yellow = 10"
4301,"red = 50 , green = 20 , purple = 10 , yellow = 20"
4302,"red = 50 , green = 20 , purple = 10 , yellow = 30"
4303,"red = 50 , green = 20 , purple = 10 , yellow = 40"
4304,"red = 50 , green = 20 , purple = 10 , yellow = 50"
4305,"red = 50 , green = 20 , purple = 20 , yellow = 10"
4306,"red = 50 , green = 20 , purple = 20 , yellow = 20"
4307,"red = 50 , green = 20 , purple = 20 , yellow = 30"
4308,"red = 50 , green = 20 , purple = 20 , yellow = 40"
4309,"red = 50 , green = 20 , purple = 20 , yellow = 50"
4310,"red = 50 , green = 20 , purple = 30 , yellow = 10"
4311,"red = 50 , green = 20 , purple = 30 , yellow = 20"
4312,"red = 50 , green = 20 , purple = 30 , yellow = 30"
4313,"red = 50 , green = 20 , purple = 30 , yellow = 40"
4314,"red = 50 , green = 20 , purple = 30 , yellow = 50"
4315,"red = 50 , green = 20 , purple = 40 , yellow = 10"
4316,"red = 50 , green = 20 , purple = 40 , yellow = 20"
4317,"red = 50 , green = 20 , purple = 40 , yellow = 30"
4318,"red = 50 , green = 20 , purple = 40 , yellow = 40"
4319,"red = 50 , green = 20 , purple = 40 , yellow = 50"
4320,"red = 50 , green = 20 , purple = 50 , yellow = 10"
4321,"red = 50 , green = 20 , purple = 50 , yellow = 20"
4322,"red = 50 , green = 20 , purple = 50 , yellow = 30"
4323,"red = 50 , green = 20 , purple = 50 , yellow = 40"
4324,"red = 50 , green = 20 , purple = 50 , yellow = 50"
4325,"red = 50 , green = 30 , purple = 10 , yellow = 10"
4326,"red = 50 , green = 30 , purple = 10 , yellow = 20"
4327,"red = 50 , green = 30 , purple = 10 , yellow = 30"
4328,"red = 50 , green = 30 , purple = 10 , yellow = 40"
4329,"red = 50 , green = 30 , purple = 10 , yellow = 50"
4330,"red = 50 , green = 30 , purple = 20 , yellow = 10"
4331,"red = 50 , green = 30 , purple = 20 , yellow = 20"
4332,"red = 50 , green = 30 , purple = 20 , yellow = 30"
4333,"red = 50 , green = 30 , purple = 20 , yellow = 40"
4334,"red = 50 , green = 30 , purple = 20 , yellow = 50"
4335,"red = 50 , green = 30 , purple = 30 , yellow = 10"
4336,"red = 50 , green = 30 , purple = 30 , yellow = 20"
4337,"red = 50 , green = 30 , purple = 30 , yellow = 30"
4338,"red = 50 , green = 30 , purple = 30 , yellow = 40"
4339,"red = 50 , green = 30 , purple = 30 , yellow = 50"
4340,"red = 50 , green = 30 , purple = 40 , yellow = 10"
4341,"red = 50 , green = 30 , purple = 40 , yellow = 20"
4342,"red = 50 , green = 30 , purple = 40 , yellow = 30"
4343,"red = 50 , green = 30 , purple = 40 , yellow = 40"
4344,"red = 50 , green = 30 , purple = 40 , yellow = 50"
4345,"red = 50 , green = 30 , purple = 50 , yellow = 10"
4346,"red = 50 , green = 30 , purple = 50 , yellow = 20"
4347,"red = 50 , green = 30 , purple = 50 , yellow = 30"
4348,"red = 50 , green = 30 , purple = 50 , yellow = 40"
4349,"red = 50 , green = 30 , purple = 50 , yellow = 50"
4350,"red = 50 , green = 40 , purple = 10 , yellow = 10"
4351,"red = 50 , green = 40 , purple = 10 , yellow = 20"
4352,"red = 50 , green = 40 , purple = 10 , yellow = 30"
4353,"red = 50 , green = 40 , purple = 10 , yellow = 40"
4354,"red = 50 , green = 40 , purple = 10 , yellow = 50"
4355,"red = 50 , green = 40 , purple = 20 , yellow = 10"
4356,"red = 50 , green = 40 , purple = 20 , yellow = 20"
4357,"red = 50 , green = 40 , purple = 20 , yellow = 30"
4358,"red = 50 , green = 40 , purple = 20 , yellow = 40"
4359,"red = 50 , green = 40 , purple = 20 , yellow = 50"
4360,"red = 50 , green = 40 , purple = 30 , yellow = 10"
4361,"red = 50 , green = 40 , purple = 30 , yellow = 20"
4362,"red = 50 , green = 40 , purple = 30 , yellow = 30"
4363,"red = 50 , green = 40 , purple = 30 , yellow = 40"
4364,"red = 50 , green = 40 , purple = 30 , yellow = 50"
4365,"red = 50 , green = 40 , purple = 40 , yellow = 10"
4366,"red = 50 , green = 40 , purple = 40 , yellow = 20"
4367,"red = 50 , green = 40 , purple = 40 , yellow = 30"
4368,"red = 50 , green = 40 , purple = 40 , yellow = 40"
4369,"red = 50 , green = 40 , purple = 40 , yellow = 50"
4370,"red = 50 , green = 40 , purple = 50 , yellow = 10"
4371,"red = 50 , green = 40 , purple = 50 , yellow = 20"
4372,"red = 50 , green = 40 , purple = 50 , yellow = 30"
4373,"red = 50 , green = 40 , purple = 50 , yellow = 40"
4374,"red = 50 , green = 40 , purple = 50 , yellow = 50"
4375,"red = 50 , green = 50 , purple = 10 , yellow = 10"
4376,"red = 50 , green = 50 , purple = 10 , yellow = 20"
4377,"red = 50 , green = 50 , purple = 10 , yellow = 30"
4378,"red = 50 , green = 50 , purple = 10 , yellow = 40"
4379,"red = 50 , green = 50 , purple = 10 , yellow = 50"
4380,"red = 50 , green = 50 , purple = 20 , yellow = 10"
4381,"red = 50 , green = 50 , purple = 20 , yellow = 20"
4382,"red = 50 , green = 50 , purple = 20 , yellow = 30"
4383,"red = 50 , green = 50 , purple = 20 , yellow = 40"
4384,"red = 50 , green = 50 , purple = 20 , yellow = 50"
4385,"red = 50 , green = 50 , purple = 30 , yellow = 10"
4386,"red = 50 , green = 50 , purple = 30 , yellow = 20"
4387,"red = 50 , green = 50 , purple = 30 , yellow = 30"
4388,"red = 50 , green = 50 , purple = 30 , yellow = 40"
4389,"red = 50 , green = 50 , purple = 30 , yellow = 50"
4390,"red = 50 , green = 50 , purple = 40 , yellow = 10"
4391,"red = 50 , green = 50 , purple = 40 , yellow = 20"
4392,"red = 50 , green = 50 , purple = 40 , yellow = 30"
4393,"red = 50 , green = 50 , purple = 40 , yellow = 40"
4394,"red = 50 , green = 50 , purple = 40 , yellow = 50"
4395,"red = 50 , green = 50 , purple = 50 , yellow = 10"
4396,"red = 50 , green = 50 , purple = 50 , yellow = 20"
4397,"red = 50 , green = 50 , purple = 50 , yellow = 30"
4398,"red = 50 , green = 50 , purple = 50 , yellow = 40"
4399,"red = 50 , green = 50 , purple = 50 , yellow = 50"
4400,"blue = 10 , green = 10 , purple = 10 , yellow = 10"
4401,"blue = 10 , green = 10 , purple = 10 , yellow = 20"
4402,"blue = 10 , green = 10 , purple = 10 , yellow = 30"
4403,"blue = 10 , green = 10 , purple = 10 , yellow = 40"
4404,"blue = 10 , green = 10 , purple = 10 , yellow = 50"
4405,"blue = 10 , green = 10 , purple = 20 , yellow = 10"
4406,"blue = 10 , green = 10 , purple = 20 , yellow = 20"
4407,"blue = 10 , green = 10 , purple = 20 , yellow = 30"
4408,"blue = 10 , green = 10 , purple = 20 , yellow = 40"
4409,"blue = 10 , green = 10 , purple = 20 , yellow = 50"
4410,"blue = 10 , green = 10 , purple = 30 , yellow = 10"
4411,"blue = 10 , green = 10 , purple = 30 , yellow = 20"
4412,"blue = 10 , green = 10 , purple = 30 , yellow = 30"
4413,"blue = 10 , green = 10 , purple = 30 , yellow = 40"
4414,"blue = 10 , green = 10 , purple = 30 , yellow = 50"
4415,"blue = 10 , green = 10 , purple = 40 , yellow = 10"
4416,"blue = 10 , green = 10 , purple = 40 , yellow = 20"
4417,"blue = 10 , green = 10 , purple = 40 , yellow = 30"
4418,"blue = 10 , green = 10 , purple = 40 , yellow = 40"
4419,"blue = 10 , green = 10 , purple = 40 , yellow = 50"
4420,"blue = 10 , green = 10 , purple = 50 , yellow = 10"
4421,"blue = 10 , green = 10 , purple = 50 , yellow = 20"
4422,"blue = 10 , green = 10 , purple = 50 , yellow = 30"
4423,"blue = 10 , green = 10 , purple = 50 , yellow = 40"
4424,"blue = 10 , green = 10 , purple = 50 , yellow = 50"
4425,"blue = 10 , green = 20 , purple = 10 , yellow = 10"
4426,"blue = 10 , green = 20 , purple = 10 , yellow = 20"
4427,"blue = 10 , green = 20 , purple = 10 , yellow = 30"
4428,"blue = 10 , green = 20 , purple = 10 , yellow = 40"
4429,"blue = 10 , green = 20 , purple = 10 , yellow = 50"
4430,"blue = 10 , green = 20 , purple = 20 , yellow = 10"
4431,"blue = 10 , green = 20 , purple = 20 , yellow = 20"
4432,"blue = 10 , green = 20 , purple = 20 , yellow = 30"
4433,"blue = 10 , green = 20 , purple = 20 , yellow = 40"
4434,"blue = 10 , green = 20 , purple = 20 , yellow = 50"
4435,"blue = 10 , green = 20 , purple = 30 , yellow = 10"
4436,"blue = 10 , green = 20 , purple = 30 , yellow = 20"
4437,"blue = 10 , green = 20 , purple = 30 , yellow = 30"
4438,"blue = 10 , green = 20 , purple = 30 , yellow = 40"
4439,"blue = 10 , green = 20 , purple = 30 , yellow = 50"
4440,"blue = 10 , green = 20 , purple = 40 , yellow = 10"
4441,"blue = 10 , green = 20 , purple = 40 , yellow = 20"
4442,"blue = 10 , green = 20 , purple = 40 , yellow = 30"
4443,"blue = 10 , green = 20 , purple = 40 , yellow = 40"
4444,"blue = 10 , green = 20 , purple = 40 , yellow = 50"
4445,"blue = 10 , green = 20 , purple = 50 , yellow = 10"
4446,"blue = 10 , green = 20 , purple = 50 , yellow = 20"
4447,"blue = 10 , green = 20 , purple = 50 , yellow = 30"
4448,"blue = 10 , green = 20 , purple = 50 , yellow = 40"
4449,"blue = 10 , green = 20 , purple = 50 , yellow = 50"
4450,"blue = 10 , green = 30 , purple = 10 , yellow = 10"
4451,"blue = 10 , green = 30 , purple = 10 , yellow = 20"
4452,"blue = 10 , green = 30 , purple = 10 , yellow = 30"
4453,"blue = 10 , green = 30 , purple = 10 , yellow = 40"
4454,"blue = 10 , green = 30 , purple = 10 , yellow = 50"
4455,"blue = 10 , green = 30 , purple = 20 , yellow = 10"
4456,"blue = 10 , green = 30 , purple = 20 , yellow = 20"
4457,"blue = 10 , green = 30 , purple = 20 , yellow = 30"
4458,"blue = 10 , green = 30 , purple = 20 , yellow = 40"
4459,"blue = 10 , green = 30 , purple = 20 , yellow = 50"
4460,"blue = 10 , green = 30 , purple = 30 , yellow = 10"
4461,"blue = 10 , green = 30 , purple = 30 , yellow = 20"
4462,"blue = 10 , green = 30 , purple = 30 , yellow = 30"
4463,"blue = 10 , green = 30 , purple = 30 , yellow = 40"
4464,"blue = 10 , green = 30 , purple = 30 , yellow = 50"
4465,"blue = 10 , green = 30 , purple = 40 , yellow = 10"
4466,"blue = 10 , green = 30 , purple = 40 , yellow = 20"
4467,"blue = 10 , green = 30 , purple = 40 , yellow = 30"
4468,"blue = 10 , green = 30 , purple = 40 , yellow = 40"
4469,"blue = 10 , green = 30 , purple = 40 , yellow = 50"
4470,"blue = 10 , green = 30 , purple = 50 , yellow = 10"
4471,"blue = 10 , green = 30 , purple = 50 , yellow = 20"
4472,"blue = 10 , green = 30 , purple = 50 , yellow = 30"
4473,"blue = 10 , green = 30 , purple = 50 , yellow = 40"
4474,"blue = 10 , green = 30 , purple = 50 , yellow = 50"
4475,"blue = 10 , green = 40 , purple = 10 , yellow = 10"
4476,"blue = 10 , green = 40 , purple = 10 , yellow = 20"
4477,"blue = 10 , green = 40 , purple = 10 , yellow = 30"
4478,"blue = 10 , green = 40 , purple = 10 , yellow = 40"
4479,"blue = 10 , green = 40 , purple = 10 , yellow = 50"
4480,"blue = 10 , green = 40 , purple = 20 , yellow = 10"
4481,"blue = 10 , green = 40 , purple = 20 , yellow = 20"
4482,"blue = 10 , green = 40 , purple = 20 , yellow = 30"
4483,"blue = 10 , green = 40 , purple = 20 , yellow = 40"
4484,"blue = 10 , green = 40 , purple = 20 , yellow = 50"
4485,"blue = 10 , green = 40 , purple = 30 , yellow = 10"
4486,"blue = 10 , green = 40 , purple = 30 , yellow = 20"
4487,"blue = 10 , green = 40 , purple = 30 , yellow = 30"
4488,"blue = 10 , green = 40 , purple = 30 , yellow = 40"
4489,"blue = 10 , green = 40 , purple = 30 , yellow = 50"
4490,"blue = 10 , green = 40 , purple = 40 , yellow = 10"
4491,"blue = 10 , green = 40 , purple = 40 , yellow = 20"
4492,"blue = 10 , green = 40 , purple = 40 , yellow = 30"
4493,"blue = 10 , green = 40 , purple = 40 , yellow = 40"
4494,"blue = 10 , green = 40 , purple = 40 , yellow = 50"
4495,"blue = 10 , green = 40 , purple = 50 , yellow = 10"
4496,"blue = 10 , green = 40 , purple = 50 , yellow = 20"
4497,"blue = 10 , green = 40 , purple = 50 , yellow = 30"
4498,"blue = 10 , green = 40 , purple = 50 , yellow = 40"
4499,"blue = 10 , green = 40 , purple = 50 , yellow = 50"
4500,"blue = 10 , green = 50 , purple = 10 , yellow = 10"
4501,"blue = 10 , green = 50 , purple = 10 , yellow = 20"
4502,"blue = 10 , green = 50 , purple = 10 , yellow = 30"
4503,"blue = 10 , green = 50 , purple = 10 , yellow = 40"
4504,"blue = 10 , green = 50 , purple = 10 , yellow = 50"
4505,"blue = 10 , green = 50 , purple = 20 , yellow = 10"
4506,"blue = 10 , green = 50 , purple = 20 , yellow = 20"
4507,"blue = 10 , green = 50 , purple = 20 , yellow = 30"
4508,"blue = 10 , green = 50 , purple = 20 , yellow = 40"
4509,"blue = 10 , green = 50 , purple = 20 , yellow = 50"
4510,"blue = 10 , green = 50 , purple = 30 , yellow = 10"
4511,"blue = 10 , green = 50 , purple = 30 , yellow = 20"
4512,"blue = 10 , green = 50 , purple = 30 , yellow = 30"
4513,"blue = 10 , green = 50 , purple = 30 , yellow = 40"
4514,"blue = 10 , green = 50 , purple = 30 , yellow = 50"
4515,"blue = 10 , green = 50 , purple = 40 , yellow = 10"
4516,"blue = 10 , green = 50 , purple = 40 , yellow = 20"
4517,"blue = 10 , green = 50 , purple = 40 , yellow = 30"
4518,"blue = 10 , green = 50 , purple = 40 , yellow = 40"
4519,"blue = 10 , green = 50 , purple = 40 , yellow = 50"
4520,"blue = 10 , green = 50 , purple = 50 , yellow = 10"
4521,"blue = 10 , green = 50 , purple = 50 , yellow = 20"
4522,"blue = 10 , green = 50 , purple = 50 , yellow = 30"
4523,"blue = 10 , green = 50 , purple = 50 , yellow = 40"
4524,"blue = 10 , green = 50 , purple = 50 , yellow = 50"
4525,"blue = 20 , green = 10 , purple = 10 , yellow = 10"
4526,"blue = 20 , green = 10 , purple = 10 , yellow = 20"
4527,"blue = 20 , green = 10 , purple = 10 , yellow = 30"
4528,"blue = 20 , green = 10 , purple = 10 , yellow = 40"
4529,"blue = 20 , green = 10 , purple = 10 , yellow = 50"
4530,"blue = 20 , green = 10 , purple = 20 , yellow = 10"
4531,"blue = 20 , green = 10 , purple = 20 , yellow = 20"
4532,"blue = 20 , green = 10 , purple = 20 , yellow = 30"
4533,"blue = 20 , green = 10 , purple = 20 , yellow = 40"
4534,"blue = 20 , green = 10 , purple = 20 , yellow = 50"
4535,"blue = 20 , green = 10 , purple = 30 , yellow = 10"
4536,"blue = 20 , green = 10 , purple = 30 , yellow = 20"
4537,"blue = 20 , green = 10 , purple = 30 , yellow = 30"
4538,"blue = 20 , green = 10 , purple = 30 , yellow = 40"
4539,"blue = 20 , green = 10 , purple = 30 , yellow = 50"
4540,"blue = 20 , green = 10 , purple = 40 , yellow = 10"
4541,"blue = 20 , green = 10 , purple = 40 , yellow = 20"
4542,"blue = 20 , green = 10 , purple = 40 , yellow = 30"
4543,"blue = 20 , green = 10 , purple = 40 , yellow = 40"
4544,"blue = 20 , green = 10 , purple = 40 , yellow = 50"
4545,"blue = 20 , green = 10 , purple = 50 , yellow = 10"
4546,"blue = 20 , green = 10 , purple = 50 , yellow = 20"
4547,"blue = 20 , green = 10 , purple = 50 , yellow = 30"
4548,"blue = 20 , green = 10 , purple = 50 , yellow = 40"
4549,"blue = 20 , green = 10 , purple = 50 , yellow = 50"
4550,"blue = 20 , green = 20 , purple = 10 , yellow = 10"
4551,"blue = 20 , green = 20 , purple = 10 , yellow = 20"
4552,"blue = 20 , green = 20 , purple = 10 , yellow = 30"
4553,"blue = 20 , green = 20 , purple = 10 , yellow = 40"
4554,"blue = 20 , green = 20 , purple = 10 , yellow = 50"
4555,"blue = 20 , green = 20 , purple = 20 , yellow = 10"
4556,"blue = 20 , green = 20 , purple = 20 , yellow = 20"
4557,"blue = 20 , green = 20 , purple = 20 , yellow = 30"
4558,"blue = 20 , green = 20 , purple = 20 , yellow = 40"
4559,"blue = 20 , green = 20 , purple = 20 , yellow = 50"
4560,"blue = 20 , green = 20 , purple = 30 , yellow = 10"
4561,"blue = 20 , green = 20 , purple = 30 , yellow = 20"
4562,"blue = 20 , green = 20 , purple = 30 , yellow = 30"
4563,"blue = 20 , green = 20 , purple = 30 , yellow = 40"
4564,"blue = 20 , green = 20 , purple = 30 , yellow = 50"
4565,"blue = 20 , green = 20 , purple = 40 , yellow = 10"
4566,"blue = 20 , green = 20 , purple = 40 , yellow = 20"
4567,"blue = 20 , green = 20 , purple = 40 , yellow = 30"
4568,"blue = 20 , green = 20 , purple = 40 , yellow = 40"
4569,"blue = 20 , green = 20 , purple = 40 , yellow = 50"
4570,"blue = 20 , green = 20 , purple = 50 , yellow = 10"
4571,"blue = 20 , green = 20 , purple = 50 , yellow = 20"
4572,"blue = 20 , green = 20 , purple = 50 , yellow = 30"
4573,"blue = 20 , green = 20 , purple = 50 , yellow = 40"
4574,"blue = 20 , green = 20 , purple = 50 , yellow = 50"
4575,"blue = 20 , green = 30 , purple = 10 , yellow = 10"
4576,"blue = 20 , green = 30 , purple = 10 , yellow = 20"
4577,"blue = 20 , green = 30 , purple = 10 , yellow = 30"
4578,"blue = 20 , green = 30 , purple = 10 , yellow = 40"
4579,"blue = 20 , green = 30 , purple = 10 , yellow = 50"
4580,"blue = 20 , green = 30 , purple = 20 , yellow = 10"
